1,50.73335403
2,202.9969965
3,83.52487821
4,33.35133492
5,209.5866497
6,137.6533746
7,37.67905343
8,187.2700121
9,156.835173
10,153.8061805
11,183.6936793
12,189.0665843
13,192.480431
14,55.56381787
15,99.72995635
16,196.7661061
17,164.8511267
18,214.7960504
19,117.1535239
20,258.5424354
21,166.6713146
22,89.77004585
23,194.2283455
24,159.3277965
25,113.0428695
26,117.6263337
27,262.5433525
28,167.5363134
29,153.3498838
30,258.7253921
31,233.2117814
32,216.0061629
33,202.2551958
34,245.9285408
35,251.0981018
36,243.9813491
37,115.8561933
38,179.4873051
39,200.7611177
40,291.7515685
41,139.2961584
42,144.1562724
43,234.4360467
44,293.1125303
45,216.4415279
46,286.1128971
47,197.218136
48,287.6932119
49,255.9250778
50,266.8680131
51,241.9317341
52,324.2438568
53,225.532471
54,164.4835658
55,246.0540072
56,329.7989714
57,365.3225908
58,265.8707039
59,249.4163009
60,195.9715071
61,270.6653707
62,341.0732406
63,337.1877978
64,317.9011995
65,196.9785915
66,199.3655364
67,232.1340809
68,252.0863784
69,297.2770875
70,408.4500145
71,291.9076355
72,393.9389
73,229.5399872
74,295.5963742
75,230.8333573
76,276.2682789
77,388.1128718
78,432.237357
79,294.6657616
80,254.347651
81,257.9890927
82,388.3334818
83,275.2727659
84,293.8245358
85,289.5322877
86,433.4417005
87,422.4559459
88,461.2768123
89,368.726123
90,292.1999627
91,277.0809097
92,278.0632458
93,377.7738066
94,447.4450228
95,434.9707104
96,312.398498
97,379.0899381
98,444.0828145
99,383.1137022
100,450.3958927
101,364.9375398
102,406.9423298
103,499.734268
104,352.7641921
105,338.4567003
106,446.7952721
107,475.5214115
108,353.2953235
109,353.8800647
110,447.3285495
111,447.8264961
112,469.9153718
113,460.0556413
114,370.8695066
115,385.5061933
116,432.9640714
117,509.8317616
118,458.197322
119,393.3966018
120,505.5562228
121,371.6916237
122,377.6554505
123,387.352812
124,422.8312342
125,538.2176589
126,390.4012824
127,428.6137766
128,446.3918501
129,545.6008927
130,413.4672486
131,505.757042
132,458.6066301
133,539.640877
134,475.59236
135,483.371843
136,568.6901948
137,582.3024296
138,449.5358968
139,522.745261
140,572.7793772
141,512.5782935
142,506.1488768
143,513.8274302
144,596.7435688
145,611.0958334
146,553.7653066
147,452.5951237
148,541.2810209
149,641.3432298
150,611.2168581
151,541.4786189
152,471.7215991
153,520.6008739
154,624.5648391
155,533.2841765
156,550.2902529
157,614.9454961
158,479.8532158
159,570.9427203
160,595.320485
161,578.5264472
162,553.4988217
163,597.6196711
164,626.5247741
165,556.0456852
166,691.9589465
167,621.5068341
168,633.2282175
169,528.7587791
170,586.7946322
171,607.4788677
172,635.1867118
173,706.0976767
174,662.3961295
175,694.0445021
176,696.8034345
177,637.0795774
178,658.8484396
179,537.6765206
180,705.1009165
181,582.8059942
182,609.9412614
183,560.7444341
184,713.090426
185,687.0979045
186,668.1895842
187,570.5287905
188,652.2467165
189,692.5419794
190,703.0177167
191,612.416582
192,584.8931899
193,640.8102039
194,672.5139107
195,667.9946906
196,613.9362042
197,631.0440803
198,730.4208689
199,614.9561988
200,750.2361373
201,775.6787092
202,739.8114485
203,786.6232967
204,696.9502219
205,754.6284096
206,624.1988811
207,646.4535918
208,654.9244973
209,743.8372319
210,649.6275313
211,751.8811533
212,735.8068891
213,759.4613066
214,836.1769026
215,793.3906345
216,683.6194337
217,769.9142549
218,815.1093457
219,668.71761
220,667.7581413
221,681.1235917
222,852.2351852
223,774.4450222
224,792.4404024
225,754.085417
226,795.9719354
227,854.6412554
228,828.3469118
229,825.1029311
230,887.9028278
231,890.5142889
232,849.8147718
233,794.5445044
234,725.5490597
235,715.988523
236,840.3926252
237,744.7015836
238,818.0278526
239,722.2211533
240,891.4429169
241,798.034534
242,839.2170051
243,922.1770817
244,913.993738
245,742.1375782
246,923.9021716
247,897.0666139
248,923.1032696
249,925.0059355
250,919.4124328
251,769.1272862
252,859.5356315
253,797.6332083
254,890.0862212
255,782.1144313
256,911.5781395
257,967.5580855
258,775.2372508
259,910.7938469
260,855.4407904
261,943.6249795
262,792.646159
263,959.5685117
264,961.1449953
265,908.1875396
266,952.9924645
267,871.6185862
268,954.2635773
269,949.2362236
270,910.9017625
271,989.5978696
272,1000.244321
273,1016.833679
274,913.498689
275,955.2386655
276,1024.929828
277,871.8348143
278,1020.198306
279,847.8946822
280,1031.155635
281,868.440263
282,1025.614468
283,1027.179391
284,878.1531241
285,943.4714631
286,926.0491969
287,990.2789388
288,871.0596147
289,985.2378832
290,892.879883
291,912.0038622
292,937.1545117
293,1055.496949
294,884.6810135
295,1063.980813
296,1024.464034
297,1050.676536
298,935.9412406
299,1040.156563
300,968.8539503
301,1044.490955
302,950.6776058
303,941.5849509
304,916.1428919
305,1095.92438
306,1011.715959
307,1120.426884
308,926.7280212
309,1075.656289
310,1118.121556
311,1055.462069
312,972.8314485
313,1008.367063
314,1021.172807
315,1123.321974
316,1071.061194
317,999.5102794
318,964.2062495
319,1067.726204
320,1102.161857
321,1003.775545
322,1112.067619
323,1080.570629
324,1052.480195
325,1116.839838
326,1000.588771
327,1027.085904
328,1089.300812
329,1177.226576
330,1036.803602
331,1085.728905
332,1176.485923
333,1087.851556
334,1155.968519
335,1184.554332
336,1180.18331
337,1123.213548
338,1016.183403
339,1034.865582
340,1161.338906
341,1065.745385
342,1192.214236
